company,sector,stage_at_observation,location,ceo_personality,team_openness_mean,team_conscientiousness_mean,team_extraversion_mean,team_agreeableness_mean,team_neuroticism_mean,founder_age,founder_prev_exits,founder_experience_years_pre,founder_tech_background,pre_series_a_months_since_founded,pre_series_a_team_size,pre_series_a_release_freq,market_size_usd,pre_series_a_mrr_usd,pre_series_a_growth_3m,pre_series_a_prior_funding_usd,pre_series_a_burn_usd,burn_multiple,pipeline_conversion_rate,competition_density,sector_trend_score_at_investment,buzzword_density,prior_investor_reputation,syndicate_size,prior_investor_followon_rate,pre_series_a_val_rev_ratio,current_employee_count,raised_series_a_36m,exited_36m,shutdown_36m,success_36m,mrr_peak_usd_36m
Quantum Systems,Hardware,Seed,MENA,Visionary,0.777,0.397,0.705,0.455,0.412,39,0,11,1,48,8,3,13502917.65,4267.73,0.186,673221.83,74813.67,7.862,0.238,4,0.321,0.24,0.395,2,0.52,21.01,4,0,0,1,0,5273.84
Nova Pulse,SaaS,Seed,US,Operator,0.533,0.763,0.45,0.432,0.431,39,0,19,0,31,8,0,9110096.93,24112.58,-0.068,163908.58,94787.24,20.0,0.01,5,0.46,0.147,0.575,2,0.36,16.041,23,0,0,1,0,25318.21
Vertex Pulse,Bio/Health,Seed,LatAm,Engineer,0.724,0.599,0.592,0.634,0.583,23,0,15,0,20,12,1,5459533.62,0.0,-0.052,343054.77,75656.43,20.0,0.119,6,0.348,0.28,0.269,3,0.465,9.977,16,0,0,1,0,0.0
Urban Drive,Climate,Pre-Seed,India,Operator,0.487,0.566,0.515,0.5,0.494,28,0,11,0,1,7,1,6540426.09,0.0,0.286,350225.35,46445.22,20.0,0.241,2,0.58,0.339,0.423,2,0.174,10.371,9,0,0,1,0,0.0
Spark OS,Fintech,Seed,EU,Engineer,0.774,0.644,0.413,0.51,0.398,31,0,15,0,35,2,2,10434207.71,23370.35,-0.111,250064.96,57203.95,20.0,0.275,6,0.612,0.598,0.554,4,0.559,22.798,1,0,0,1,0,24880.53
Nimbus Systems,DevTools,Pre-Seed,EU,Visionary,0.735,0.667,0.612,0.508,0.506,40,0,9,0,10,8,3,7158455.84,10082.39,0.205,510487.53,22243.01,0.899,0.186,4,0.46,0.099,0.691,2,0.231,9.855,8,1,0,1,0,359172.45
Terra OS,AI/ML,Pre-Seed,India,Engineer,0.82,0.7,0.401,0.439,0.38,33,0,11,1,9,2,0,12647475.32,4293.56,0.152,252086.99,26134.29,3.348,0.057,2,0.4,0.483,0.426,1,0.4,3.336,1,1,0,1,0,8888.95
Flow Cloud,DevTools,Seed,US,Operator,0.645,0.721,0.485,0.52,0.479,29,0,15,1,39,5,2,12918662.11,30342.92,-0.049,337316.43,75808.69,20.0,0.111,3,0.71,0.005,0.333,2,0.513,18.856,15,1,1,1,0,71331.4
Zen Works,Climate,Pre-Seed,US,Engineer,0.618,0.714,0.35,0.588,0.324,44,0,9,1,3,2,0,24528024.11,674.32,-0.091,55344.11,18929.88,20.0,0.223,1,0.648,0.25,0.248,1,0.198,7.897,2,0,0,1,0,709.09
Zen Systems,AI/ML,Seed,EU,Visionary,0.737,0.556,0.483,0.533,0.396,36,0,11,1,19,9,1,2874923.31,30314.64,0.242,420810.75,55329.62,0.629,0.215,3,0.539,0.019,0.652,3,0.358,8.758,9,1,0,1,0,210045.58
Urban Pulse,AI/ML,Pre-Seed,India,Salesperson,0.492,0.385,0.712,0.664,0.503,45,0,8,0,1,2,2,2270989.39,9262.92,0.328,55174.59,59204.92,1.623,0.038,2,0.936,0.294,0.886,1,0.281,9.924,14,1,1,0,1,982471.34
Terra Labs,SaaS,Pre-Seed,UK,Operator,0.685,0.874,0.515,0.481,0.315,31,0,8,1,11,10,1,4056529.66,19119.5,0.124,333456.03,23498.52,0.829,0.095,3,0.26,0.081,0.67,1,0.49,6.756,19,1,0,0,1,224955.08
Flow Labs,Fintech,Seed,UK,Visionary,0.661,0.465,0.572,0.519,0.445,35,0,11,0,34,9,1,11958608.48,22798.35,0.017,1183736.1,75051.33,15.914,0.098,4,0.583,0.154,0.173,3,0.563,8.901,10,0,1,1,0,50866.66
Nova Stack,SaaS,Seed,EU,Engineer,0.714,0.711,0.227,0.435,0.472,35,1,6,1,31,10,3,38760336.81,35646.33,0.499,456387.35,102089.17,0.478,0.05,3,0.481,0.123,0.79,2,0.069,4.106,25,1,1,0,1,5091078.88
Terra Labs,AI/ML,Seed,SEA,Operator,0.563,0.919,0.607,0.489,0.158,38,0,3,1,32,20,2,7312093.45,24546.71,0.127,502588.23,80212.31,2.15,0.114,1,0.541,0.282,0.0,3,0.667,8.811,22,0,0,1,0,100682.53
Atlas Dynamics,Hardware,Seed,SEA,Salesperson,0.663,0.442,0.883,0.701,0.611,40,0,13,1,12,19,2,9138985.9,11410.06,0.344,734901.43,89660.29,1.904,0.129,5,0.453,0.58,0.382,5,0.261,30.472,25,1,0,1,0,313942.12
Zen Grid,Hardware,Seed,EU,Operator,0.591,0.628,0.424,0.414,0.402,34,0,12,1,41,13,2,15485908.43,16801.58,0.243,1910522.96,67895.77,1.387,0.271,1,0.477,0.091,0.593,1,0.218,9.678,25,1,1,0,1,1077745.14
Hyper Cloud,Climate,Seed,MENA,Operator,0.6,0.67,0.563,0.534,0.473,28,0,21,1,21,25,1,4521335.92,0.0,-0.047,248900.74,62563.55,20.0,0.259,3,0.503,0.17,0.376,3,0.59,22.806,26,1,0,1,0,0.0
Vertex Pulse,DevTools,Seed,India,Operator,0.536,0.797,0.674,0.418,0.326,27,0,9,1,18,17,2,12092698.12,16515.46,0.22,55947.63,84317.68,1.934,0.064,1,0.339,0.786,0.435,2,0.606,10.505,17,0,0,1,0,16515.46
Terra Systems,Fintech,Seed,EU,Engineer,0.659,0.661,0.349,0.416,0.536,35,0,9,1,44,15,3,10687007.55,42595.08,0.065,65950.96,70219.14,2.11,0.345,6,0.366,0.064,0.308,4,0.285,10.704,30,1,0,0,1,350469.94
Spark Works,Bio/Health,Seed,Africa,Visionary,0.864,0.299,0.662,0.491,0.442,35,0,12,0,14,15,2,18124893.62,0.0,0.266,845614.31,107826.88,20.0,0.094,2,0.282,0.041,0.104,3,0.29,9.076,10,0,0,1,0,0.0
Sigma OS,Bio/Health,Seed,SEA,Salesperson,0.495,0.398,0.8,0.438,0.595,43,0,11,1,8,8,0,21426978.22,0.0,0.063,358587.15,76343.39,20.0,0.058,5,0.445,0.087,0.627,4,0.36,7.912,15,0,0,1,0,0.0
Eco OS,Climate,Pre-Seed,EU,Salesperson,0.575,0.524,0.782,0.451,0.379,37,0,1,0,22,7,1,5010600.24,10355.83,0.297,78255.69,75790.28,2.056,0.099,3,0.273,0.588,0.39,1,0.404,24.616,9,0,0,1,0,11547.53
Flow AI,DevTools,Pre-Seed,EU,Visionary,0.734,0.505,0.652,0.585,0.321,38,0,11,0,20,5,0,10211418.47,5321.98,0.071,115749.07,65523.06,14.387,0.223,1,0.545,0.033,0.606,1,0.337,6.82,12,0,0,1,0,5880.06
Flow OS,AI/ML,Pre-Seed,EU,Visionary,0.701,0.381,0.72,0.448,0.504,35,0,7,1,4,6,0,4843332.82,9316.96,0.014,103439.38,102311.42,20.0,0.111,1,0.839,0.403,0.869,2,0.271,13.77,12,1,0,1,0,28110.26
Aero Cloud,SaaS,Pre-Seed,EU,Engineer,0.36,0.516,0.489,0.558,0.385,37,0,18,1,28,16,0,12062124.04,25294.04,0.268,150861.66,48297.88,0.593,0.024,4,0.445,0.074,0.552,2,0.086,5.654,24,0,0,1,0,58347.81
Eco Bio,DevTools,Pre-Seed,EU,Engineer,0.745,0.679,0.319,0.482,0.338,40,0,2,1,9,2,2,27377886.41,12280.61,0.309,64387.46,41808.79,0.917,0.339,5,0.723,0.025,0.525,3,0.334,7.947,14,1,1,0,1,1145152.05
Hyper Pulse,Climate,Seed,US,Visionary,0.743,0.431,0.602,0.572,0.366,29,0,16,1,30,6,2,5981010.87,19207.1,0.342,449047.31,74166.19,0.94,0.144,5,0.498,0.249,0.195,2,0.565,26.605,5,1,1,1,0,136571.7
Vertex Stack,Fintech,Pre-Seed,US,Operator,0.483,0.69,0.534,0.586,0.581,31,0,1,0,23,18,1,7393691.01,13131.42,0.25,180842.87,45255.42,1.15,0.185,6,0.35,0.583,0.558,1,0.401,5.291,18,0,0,1,0,14780.34
Nova AI,DevTools,Pre-Seed,India,Operator,0.535,0.905,0.576,0.62,0.381,26,0,7,0,37,2,1,5941654.19,33564.13,0.213,55015.47,1154.19,0.013,0.118,2,0.686,0.416,0.615,1,0.278,11.206,13,1,1,0,1,1295578.51
Aero Labs,Fintech,Pre-Seed,EU,Visionary,0.759,0.499,0.758,0.61,0.495,36,0,7,1,13,4,1,27104133.17,3128.54,-0.05,237973.68,89317.47,20.0,0.146,3,0.442,0.117,0.197,2,0.249,4.351,1,0,0,1,0,3428.67
Atlas OS,SaaS,Seed,EU,Visionary,0.632,0.587,0.821,0.548,0.3,26,0,13,1,43,4,2,28080525.85,6394.49,0.208,613272.61,64795.37,4.063,0.163,2,0.517,0.128,0.669,2,0.679,3.285,8,0,0,1,0,6781.31
Hyper Forge,DevTools,Pre-Seed,US,Visionary,0.869,0.429,0.714,0.556,0.543,27,0,13,0,9,2,0,32804348.4,11742.24,0.346,90765.34,38653.98,0.794,0.092,4,0.519,0.19,0.432,1,0.508,7.893,11,1,1,0,1,150153.96
Vertex Logic,Hardware,Pre-Seed,SEA,Visionary,0.852,0.412,0.833,0.49,0.503,27,0,8,0,13,2,0,16479020.29,16647.09,0.039,408578.5,10223.92,1.316,0.313,3,0.755,0.537,0.332,1,0.27,8.702,11,1,1,0,1,218040.54
Sigma Logic,Climate,Pre-Seed,US,Operator,0.556,0.68,0.469,0.635,0.452,27,0,8,1,25,11,1,3980300.4,0.0,0.158,154731.83,34746.52,20.0,0.193,2,0.697,0.106,0.659,1,0.343,5.96,13,0,0,1,0,0.0
Aero Grid,Fintech,Seed,India,Engineer,0.674,0.701,0.516,0.537,0.506,20,0,7,1,30,7,1,15714291.95,31078.64,-0.049,325245.5,68350.33,20.0,0.075,4,0.561,0.029,0.716,3,0.429,31.657,10,1,0,1,0,62382.66
Zen Grid,Climate,Pre-Seed,US,Operator,0.539,0.787,0.494,0.67,0.543,42,0,4,1,26,10,0,18333916.28,5872.37,0.02,186334.47,19514.41,13.865,0.211,3,0.546,0.208,0.034,1,0.027,15.459,23,1,0,0,1,29240.09
Sigma Stack,DevTools,Seed,EU,Engineer,0.481,0.74,0.315,0.481,0.426,24,0,13,1,20,18,3,2809032.15,22652.69,0.331,533573.43,43442.07,0.482,0.218,3,0.525,0.096,0.817,2,0.464,27.389,22,1,1,1,0,492084.13
Nimbus Stack,AI/ML,Seed,UK,Salesperson,0.459,0.62,0.843,0.578,0.413,38,0,14,0,30,17,1,25481315.45,25779.35,0.073,378980.84,150167.64,6.674,0.143,5,0.527,0.45,0.689,3,0.091,8.753,25,1,0,0,1,148650.45
Vertex Grid,Bio/Health,Pre-Seed,SEA,Operator,0.527,0.659,0.528,0.754,0.348,35,0,13,0,20,6,0,19668233.65,1745.18,0.282,88202.2,37751.74,6.403,0.042,2,0.445,0.125,0.586,1,0.0,15.683,3,0,0,1,0,2378.44
Polar Pulse,Fintech,Seed,EU,Salesperson,0.567,0.486,0.94,0.514,0.53,29,0,20,1,37,11,1,36708967.58,47347.61,0.05,748042.28,115110.23,4.09,0.172,2,0.422,0.016,0.636,2,0.331,11.55,9,1,0,1,0,122666.21
Zen Dynamics,AI/ML,Seed,SEA,Operator,0.553,0.769,0.49,0.627,0.386,20,0,2,0,41,5,1,36865648.76,13196.79,0.381,4311094.58,123255.18,2.044,0.26,3,0.393,0.175,0.477,1,0.581,10.593,3,0,0,1,0,19184.07
Nova Systems,Climate,Pre-Seed,US,Visionary,0.738,0.406,0.589,0.372,0.494,31,0,1,0,18,12,0,5492162.14,13349.55,-0.05,402738.79,48867.09,20.0,0.256,8,0.478,0.107,0.27,1,0.522,11.114,29,1,0,1,0,17301.76
Nimbus Grid,Fintech,Seed,EU,Engineer,0.533,0.675,0.436,0.575,0.308,30,0,12,1,26,10,2,36104162.29,10742.94,0.173,2126398.36,26900.28,1.207,0.09,4,0.631,0.338,0.279,3,0.344,19.666,16,1,0,1,0,32657.01
Flow Drive,Climate,Pre-Seed,US,Engineer,0.633,0.709,0.386,0.58,0.473,36,0,8,1,11,6,1,23486216.98,0.0,-0.018,209820.72,53088.35,20.0,0.27,5,0.732,0.016,0.373,2,0.147,7.918,10,0,0,1,0,0.0
Quantum Bio,AI/ML,Pre-Seed,India,Operator,0.553,0.697,0.561,0.444,0.39,30,0,1,1,7,2,2,8868490.94,11971.99,0.237,97721.34,38141.19,1.122,0.076,2,0.64,0.123,0.404,2,0.034,8.609,11,1,1,1,0,18570.61
Polar Pulse,Hardware,Seed,UK,Operator,0.613,0.711,0.466,0.573,0.318,37,0,10,1,42,3,2,19570717.26,2548.58,0.19,559552.36,78781.52,13.569,0.287,6,0.579,0.324,0.616,2,0.49,16.065,7,0,0,1,0,3959.63
Atlas Works,Hardware,Seed,EU,Visionary,0.798,0.648,0.66,0.439,0.423,20,0,6,0,11,4,0,23431031.6,0.0,-0.102,293930.17,107240.21,20.0,0.172,0,0.436,0.251,0.588,5,0.615,12.625,13,1,0,1,0,0.0
Sigma Cloud,DevTools,Seed,US,Visionary,0.757,0.454,0.586,0.573,0.431,33,0,4,1,35,12,2,18118152.91,37081.18,0.054,537968.93,89860.23,3.749,0.05,2,0.483,0.025,0.665,2,0.136,6.548,31,1,1,0,1,464892.06
Nimbus Stack,Bio/Health,Seed,Africa,Engineer,0.657,0.56,0.462,0.436,0.431,23,1,13,1,46,19,2,60107492.19,799.81,0.052,271869.85,82454.77,20.0,0.286,2,0.745,0.49,0.868,2,0.335,15.981,24,1,0,0,1,40366.27
Sigma Drive,DevTools,Pre-Seed,US,Engineer,0.633,0.724,0.276,0.53,0.303,39,0,13,1,10,2,0,10531451.22,0.0,0.035,225773.31,68492.83,20.0,0.272,1,0.7,0.054,0.222,2,0.441,9.802,9,1,0,1,0,0.0
Terra Logic,AI/ML,Seed,EU,Salesperson,0.629,0.509,0.688,0.453,0.46,34,0,15,1,27,18,0,4352427.79,22175.67,0.38,632319.5,96137.24,0.951,0.159,0,0.683,0.459,0.716,3,0.346,9.206,20,1,1,0,1,2767263.01
Zen AI,Hardware,Pre-Seed,India,Operator,0.564,0.787,0.7,0.707,0.339,36,0,1,0,27,7,1,8413364.14,9023.94,0.228,150097.62,94819.13,3.838,0.155,5,0.615,0.108,0.297,3,0.566,11.306,12,1,0,1,0,54941.93
Nova Dynamics,Hardware,Seed,LatAm,Engineer,0.711,0.663,0.385,0.428,0.553,35,0,13,0,9,25,3,17268270.4,9025.85,0.24,693136.24,111372.38,4.279,0.048,4,0.417,0.042,0.693,4,0.871,6.653,28,0,0,1,0,19974.52
Atlas Stack,AI/ML,Seed,LatAm,Engineer,0.646,0.556,0.393,0.491,0.495,34,1,15,0,12,7,1,7704716.2,14359.3,-0.052,99151.95,110856.45,20.0,0.096,3,0.562,0.097,0.817,3,0.453,15.382,8,1,0,1,0,29763.92
Atlas Dynamics,Hardware,Pre-Seed,LatAm,Engineer,0.621,0.67,0.294,0.568,0.412,32,0,10,0,19,6,0,94445811.4,0.0,0.107,141543.65,55683.24,20.0,0.158,0,0.47,0.4,0.213,1,0.343,13.859,10,0,0,1,0,0.0
Zen Dynamics,Fintech,Pre-Seed,MENA,Visionary,0.686,0.496,0.493,0.48,0.512,21,0,10,1,1,10,0,6377650.95,16407.15,0.208,160879.76,24078.62,0.587,0.191,3,0.449,0.359,0.044,2,0.423,11.932,15,0,0,1,0,29082.11
Nimbus Works,Bio/Health,Pre-Seed,EU,Operator,0.536,0.66,0.588,0.462,0.278,32,0,12,0,14,2,1,22432722.4,5618.56,0.124,1510249.93,1106.67,0.133,0.135,4,0.416,0.034,0.318,2,0.369,5.914,27,1,1,0,1,19648.26
Nova Pulse,Fintech,Pre-Seed,EU,Visionary,0.761,0.62,0.547,0.452,0.431,52,0,6,1,24,2,2,3746711.01,0.0,-0.017,309683.48,32071.95,20.0,0.081,7,0.311,0.038,0.241,2,0.318,10.784,8,1,0,1,0,0.0
Terra Logic,SaaS,Seed,US,Visionary,0.731,0.313,0.708,0.367,0.484,32,0,2,0,35,21,1,35462529.69,14224.11,0.167,213753.13,33363.7,1.169,0.223,4,0.52,0.438,0.507,1,0.376,8.835,33,1,0,1,0,24066.24
Atlas Analytics,Hardware,Pre-Seed,MENA,Visionary,0.682,0.442,0.625,0.533,0.392,43,0,6,1,32,6,0,25430341.7,0.0,0.221,170362.36,59177.02,20.0,0.094,7,0.496,0.551,0.458,1,0.361,12.571,15,1,0,1,0,0.0
Hyper OS,Climate,Seed,MENA,Operator,0.559,0.652,0.56,0.587,0.354,30,0,12,0,36,5,0,8104281.21,0.0,0.041,526254.99,83003.75,20.0,0.133,3,0.437,0.047,0.546,2,0.672,10.265,16,1,0,1,0,0.0
Spark AI,Bio/Health,Pre-Seed,US,Operator,0.74,0.781,0.615,0.468,0.417,40,0,12,0,29,2,1,5106613.76,15990.65,-0.178,141417.47,37800.81,20.0,0.375,7,0.5,0.054,0.335,1,0.362,13.56,4,1,0,1,0,17294.6
Terra Logic,AI/ML,Seed,US,Engineer,0.746,0.567,0.315,0.558,0.288,36,0,12,0,35,11,1,7339553.67,4487.9,-0.092,1299257.97,12681.24,20.0,0.185,4,0.476,0.366,0.3,2,0.439,15.574,15,1,0,1,0,7912.02
Nimbus Dynamics,DevTools,Seed,UK,Engineer,0.545,0.686,0.514,0.497,0.36,36,0,15,1,19,2,3,64258169.05,12749.17,-0.101,452541.08,81419.53,20.0,0.052,2,0.547,0.012,0.135,4,0.663,22.931,11,0,0,1,0,13333.15
Aero Labs,AI/ML,Seed,India,Visionary,0.715,0.633,0.607,0.476,0.386,30,0,17,0,23,16,1,154335196.64,27087.44,0.084,750310.17,110002.17,4.021,0.054,3,0.355,0.044,0.157,3,0.492,14.026,20,0,0,1,0,36718.37
Aero Forge,Hardware,Seed,UK,Salesperson,0.415,0.583,0.668,0.538,0.474,33,0,14,0,23,14,1,7383932.32,9619.42,0.073,894524.69,130208.73,15.492,0.162,1,0.297,0.393,0.777,2,0.401,12.849,39,1,1,0,1,183162.14
Atlas Bio,Bio/Health,Seed,MENA,Engineer,0.69,0.545,0.479,0.529,0.422,27,0,9,0,10,10,1,20004288.34,15905.01,0.378,588530.06,94958.01,1.317,0.17,5,0.271,0.111,0.827,1,0.418,24.207,10,1,0,1,0,31780.73
Flow Works,SaaS,Pre-Seed,SEA,Operator,0.621,0.692,0.575,0.576,0.4,24,0,8,0,16,6,0,9287115.37,15755.48,0.111,148208.38,43601.97,2.074,0.226,3,0.299,0.516,0.207,1,0.299,14.115,17,1,0,0,1,94410.28
Polar Labs,Fintech,Seed,EU,Engineer,0.603,0.673,0.411,0.59,0.451,41,0,13,0,27,12,1,45568791.39,38131.24,-0.093,434443.3,53031.44,20.0,0.155,5,0.432,0.211,0.38,1,0.828,10.977,18,1,0,1,0,46206.63
Atlas OS,DevTools,Seed,US,Operator,0.571,0.843,0.443,0.503,0.234,33,0,6,1,48,7,2,12957755.67,34344.91,0.223,2172681.79,99123.22,1.08,0.292,6,0.478,0.116,0.192,2,0.332,10.973,12,1,0,1,0,259160.4
Polar Labs,DevTools,Pre-Seed,US,Engineer,0.516,0.861,0.389,0.512,0.466,38,0,8,1,7,11,1,14779927.55,23284.85,-0.053,214899.71,72956.84,20.0,0.028,3,0.498,0.1,0.81,1,0.308,7.48,13,0,0,1,0,24965.35
Eco AI,Climate,Pre-Seed,India,Engineer,0.626,0.627,0.259,0.46,0.381,35,0,10,1,21,4,1,6047749.84,788.62,0.055,522655.81,30386.73,20.0,0.01,3,0.369,0.126,0.607,1,0.474,19.444,4,1,0,1,0,1359.67
Terra Drive,AI/ML,Seed,EU,Salesperson,0.52,0.428,0.82,0.629,0.533,37,0,18,0,37,7,1,2931928.44,3671.53,0.324,542791.95,70148.94,4.908,0.244,5,0.886,0.048,0.577,3,0.168,25.302,13,1,0,1,0,17189.01
Polar Labs,Bio/Health,Pre-Seed,Africa,Operator,0.543,0.81,0.507,0.537,0.546,32,0,9,1,23,14,2,17338007.32,0.0,0.092,208292.24,64167.55,20.0,0.214,0,0.446,0.172,0.249,1,0.281,9.799,21,0,0,1,0,0.0
Flow Stack,Fintech,Pre-Seed,US,Operator,0.654,0.743,0.499,0.651,0.433,39,1,9,1,34,2,1,6858142.36,10965.35,-0.256,785079.47,24004.8,20.0,0.197,3,0.442,0.291,0.425,2,0.253,4.088,1,1,0,1,0,23111.2
Polar Analytics,Hardware,Seed,LatAm,Engineer,0.669,0.765,0.416,0.496,0.381,35,0,9,1,11,11,1,5068130.97,10500.56,0.295,395982.88,118223.98,3.184,0.01,3,0.413,0.151,0.745,3,0.873,13.719,10,1,1,1,0,235250.36
Polar Logic,SaaS,Pre-Seed,EU,Salesperson,0.566,0.539,0.868,0.615,0.424,43,0,11,1,29,10,0,47826368.94,2056.71,-0.16,68485.73,79372.56,20.0,0.189,3,0.735,0.227,0.318,3,0.325,7.831,17,1,0,1,0,2141.62
Urban AI,DevTools,Seed,US,Engineer,0.675,0.638,0.359,0.535,0.32,34,1,6,1,33,15,2,15872432.94,18678.43,0.469,568340.54,47533.34,0.452,0.06,4,0.352,0.243,0.199,4,0.306,7.045,34,1,1,0,1,1092488.52
Atlas Systems,Fintech,Pre-Seed,LatAm,Engineer,0.592,0.645,0.476,0.291,0.364,20,0,1,1,24,10,0,15111002.98,2687.22,0.05,28095.4,67652.51,20.0,0.154,1,0.582,0.521,0.623,1,0.329,2.736,9,0,0,1,0,3336.29
Spark Systems,Climate,Pre-Seed,US,Operator,0.631,0.53,0.478,0.495,0.372,34,0,8,0,8,2,2,11262601.35,6504.13,-0.092,270568.24,42598.2,20.0,0.144,3,0.725,0.117,0.564,2,0.245,7.82,12,0,0,1,0,7305.3
Quantum Forge,AI/ML,Seed,EU,Operator,0.524,0.691,0.428,0.564,0.419,40,0,10,1,36,8,1,27676034.74,7422.88,0.286,598042.75,127720.82,5.021,0.084,6,0.598,0.164,0.519,2,0.281,18.149,3,1,0,1,0,10455.46
Zen Cloud,AI/ML,Seed,US,Engineer,0.579,0.544,0.458,0.526,0.334,35,0,16,1,27,14,1,12656848.53,20219.85,0.2,346030.42,37096.76,0.765,0.139,0,0.617,0.115,0.142,2,0.335,12.051,29,1,1,0,1,1734025.99
Nova Stack,SaaS,Seed,US,Visionary,0.729,0.528,0.66,0.418,0.433,38,0,18,0,24,13,1,18895141.41,33628.33,0.124,146781.87,50222.58,1.0,0.275,2,0.819,0.038,0.461,1,0.145,27.941,16,1,1,1,0,357366.4
Zen Logic,DevTools,Seed,US,Visionary,0.754,0.469,0.654,0.478,0.509,37,0,10,0,20,11,2,9273383.87,29479.22,0.317,521660.65,103484.52,0.923,0.094,4,0.524,0.284,0.507,1,0.551,9.158,22,1,1,0,1,1046738.6
Nova Cloud,Bio/Health,Seed,SEA,Visionary,0.77,0.676,0.578,0.395,0.576,29,0,10,0,42,14,3,5199840.89,935.22,0.199,3232771.73,119960.53,20.0,0.01,5,0.433,0.014,0.625,1,0.356,13.026,11,0,0,1,0,1085.94
Sigma Pulse,AI/ML,Pre-Seed,SEA,Visionary,0.941,0.53,0.797,0.503,0.403,33,0,7,0,8,9,1,4799874.22,22239.81,0.048,298204.25,81928.56,6.349,0.092,2,0.532,0.007,0.588,3,0.249,7.143,15,0,0,1,0,27066.77
Spark Forge,DevTools,Seed,LatAm,Operator,0.548,0.764,0.485,0.492,0.282,30,0,9,1,26,14,1,9380655.15,11511.77,0.256,1078714.47,93283.0,2.637,0.01,3,0.546,0.02,0.066,3,0.365,8.735,19,1,0,1,0,32522.89
Vertex Cloud,SaaS,Pre-Seed,UK,Operator,0.478,0.861,0.567,0.467,0.455,26,0,10,0,21,10,2,8402124.43,0.0,-0.272,286709.81,39313.18,20.0,0.176,3,0.482,0.42,0.0,2,0.605,19.292,9,0,0,1,0,0.0
Flow Stack,Climate,Seed,US,Operator,0.553,0.859,0.625,0.653,0.362,32,0,1,0,49,16,2,20321700.87,0.0,0.112,526392.7,112421.13,20.0,0.136,3,0.706,0.081,0.691,3,0.43,11.852,10,0,0,1,0,0.0
Aero Logic,Hardware,Seed,EU,Visionary,0.735,0.462,0.647,0.431,0.373,41,0,2,1,37,12,2,18935905.58,17884.21,0.138,612709.64,42213.0,1.422,0.141,1,0.374,0.011,0.545,4,0.287,13.328,26,1,1,0,1,393396.76
Terra Drive,DevTools,Seed,Africa,Operator,0.59,0.812,0.51,0.691,0.274,29,0,8,0,14,13,1,8360158.13,28776.15,-0.029,623445.14,106463.44,20.0,0.08,5,0.6,0.744,0.316,4,0.565,11.916,14,1,0,1,0,202358.99
Quantum Analytics,Climate,Pre-Seed,US,Engineer,0.718,0.606,0.558,0.657,0.343,39,0,12,1,18,6,2,14029224.38,21804.91,0.313,158733.6,18779.53,0.229,0.146,7,0.707,0.348,0.417,1,0.145,10.018,14,1,1,0,1,1122695.99
Zen Logic,Hardware,Seed,US,Operator,0.346,0.718,0.503,0.542,0.366,41,0,14,0,9,9,2,20370676.01,10691.34,0.418,2215773.55,61690.06,1.149,0.233,0,0.534,0.313,0.309,2,0.36,5.9,17,1,1,0,1,2508211.53
Sigma OS,DevTools,Seed,UK,Operator,0.546,0.681,0.465,0.583,0.403,24,0,13,0,30,6,2,31829257.09,30693.03,-0.018,371703.66,69028.14,20.0,0.092,5,0.432,0.137,0.503,2,0.516,13.351,8,1,0,1,0,69254.11
Vertex Analytics,Fintech,Seed,India,Visionary,0.75,0.427,0.473,0.536,0.503,36,0,19,0,31,10,2,19808375.44,21357.01,0.162,133565.82,68137.84,1.638,0.093,2,0.454,0.149,0.666,4,0.409,19.306,18,1,0,1,0,30519.88
Hyper Grid,Fintech,Pre-Seed,US,Engineer,0.591,0.591,0.504,0.502,0.394,38,0,16,1,1,12,1,30667236.41,5018.82,0.304,329047.02,13589.18,0.742,0.19,4,0.311,0.224,0.47,1,0.398,17.012,16,1,0,0,1,121009.23
Terra OS,Hardware,Pre-Seed,EU,Operator,0.576,0.669,0.409,0.564,0.366,43,0,10,0,14,6,0,20469432.6,0.0,0.16,66276.26,30938.82,20.0,0.122,4,0.604,0.316,0.622,2,0.083,8.115,9,1,0,1,0,0.0
Spark Cloud,Bio/Health,Seed,India,Visionary,0.708,0.53,0.762,0.453,0.428,33,0,8,0,33,6,1,13105084.02,15197.41,0.146,70867.49,84623.02,3.179,0.352,4,0.286,0.058,0.749,1,0.545,8.105,11,1,0,1,0,26578.75
Terra AI,Bio/Health,Seed,US,Engineer,0.651,0.684,0.377,0.408,0.423,30,0,18,1,17,18,1,18840911.85,23098.6,0.089,581502.44,109954.44,4.474,0.172,4,0.418,0.218,0.526,3,0.481,7.582,23,0,0,1,0,31598.61
Terra Cloud,SaaS,Pre-Seed,EU,Engineer,0.611,0.655,0.472,0.55,0.358,25,0,1,1,11,4,0,6355611.59,0.0,0.032,156075.39,76387.39,20.0,0.092,2,0.415,0.212,0.263,1,0.28,4.794,5,0,0,1,0,0.0
Quantum Grid,SaaS,Seed,Africa,Operator,0.712,0.738,0.614,0.704,0.396,25,0,8,0,14,15,2,9812728.39,18664.72,0.127,71680.2,103416.03,3.63,0.189,5,0.3,0.236,0.253,3,0.629,22.154,10,0,0,1,0,19960.19
Aero Drive,Fintech,Seed,US,Engineer,0.725,0.731,0.395,0.52,0.363,34,0,10,1,35,16,0,9454492.21,40404.58,0.268,464469.1,24361.41,0.188,0.235,3,0.562,0.382,0.339,2,0.496,10.834,18,1,0,1,0,1076768.65
