company,sector,stage_at_observation,location,ceo_personality,team_openness_mean,team_conscientiousness_mean,team_extraversion_mean,team_agreeableness_mean,team_neuroticism_mean,founder_age,founder_prev_exits,founder_experience_years_pre,founder_tech_background,pre_series_a_months_since_founded,pre_series_a_team_size,pre_series_a_release_freq,market_size_usd,pre_series_a_mrr_usd,pre_series_a_growth_3m,pre_series_a_prior_funding_usd,pre_series_a_burn_usd,burn_multiple,pipeline_conversion_rate,competition_density,sector_trend_score_at_investment,buzzword_density,prior_investor_reputation,syndicate_size,prior_investor_followon_rate,pre_series_a_val_rev_ratio,current_employee_count,raised_series_a_36m,exited_36m,shutdown_36m,success_36m,mrr_peak_usd_36m
Urban Forge,Bio/Health,Seed,EU,Engineer,0.645,0.696,0.438,0.48,0.451,24,0,9,0,34,14,3,36043172.4,0.0,0.112,281762.21,98035.73,20.0,0.139,2,0.429,0.454,0.388,1,0.185,10.347,19,1,0,1,0,0.0
Aero Systems,Fintech,Seed,US,Engineer,0.761,0.793,0.416,0.514,0.434,24,0,9,1,28,11,2,8598325.27,22891.28,-0.124,587950.43,116068.6,20.0,0.289,6,0.707,0.103,0.516,2,0.505,11.346,14,1,1,1,0,55716.61
Eco Systems,Climate,Seed,EU,Salesperson,0.532,0.474,0.826,0.578,0.414,40,0,10,0,28,7,2,16658988.17,22679.02,0.327,278898.3,131934.83,1.482,0.157,1,0.525,0.391,0.626,3,0.59,11.908,9,1,1,1,0,295368.64
Eco Forge,AI/ML,Seed,EU,Visionary,0.891,0.462,0.633,0.536,0.53,34,0,18,1,48,8,0,5124641.68,10320.24,-0.158,484236.34,94180.99,20.0,0.137,2,0.685,0.081,0.0,3,0.253,18.439,9,1,0,1,0,13178.29
Vertex Analytics,Hardware,Pre-Seed,LatAm,Visionary,0.748,0.586,0.593,0.478,0.456,33,1,10,1,20,3,0,6587282.73,0.0,-0.018,167314.35,34849.26,20.0,0.317,3,0.639,0.013,0.638,1,0.404,6.167,3,0,0,1,0,0.0
Zen Stack,Fintech,Seed,India,Salesperson,0.562,0.59,0.917,0.542,0.396,31,0,8,0,27,16,1,8951642.77,16041.79,0.121,1022087.38,103910.37,4.476,0.124,4,0.519,0.095,0.318,3,0.352,5.158,18,0,0,1,0,17039.78
Zen Labs,SaaS,Seed,LatAm,Visionary,0.667,0.462,0.718,0.585,0.429,42,0,9,1,6,7,3,1917993.91,19466.37,0.275,315572.6,83826.36,1.306,0.079,4,0.389,0.274,0.557,3,0.304,14.377,9,1,0,0,1,937167.74
Sigma Labs,Bio/Health,Pre-Seed,US,Operator,0.509,0.689,0.59,0.458,0.495,27,0,5,0,6,8,0,19883119.33,11214.87,0.377,28648.42,2308.68,0.046,0.065,5,0.353,0.089,0.111,2,0.427,7.104,9,1,1,0,1,157325.31
Sigma Logic,AI/ML,Pre-Seed,US,Engineer,0.702,0.56,0.372,0.35,0.31,30,0,8,1,24,3,1,32934546.49,1205.31,0.177,204665.1,94923.49,20.0,0.228,2,0.31,0.065,0.562,1,0.279,6.956,3,1,0,1,0,2099.15
Flow Drive,Bio/Health,Seed,UK,Engineer,0.62,0.594,0.342,0.455,0.41,31,0,9,0,34,7,2,43840918.18,4357.77,0.257,532865.76,135526.67,10.091,0.149,3,0.56,0.156,0.52,1,0.394,20.248,8,1,0,1,0,8254.85
Quantum Bio,Climate,Seed,US,Visionary,0.661,0.425,0.661,0.442,0.494,38,0,14,1,24,7,2,14890142.09,20894.42,-0.116,437967.66,102681.55,20.0,0.081,3,0.493,0.555,0.0,3,0.565,4.304,8,0,0,1,0,22152.9
Urban Cloud,Climate,Seed,LatAm,Engineer,0.714,0.705,0.439,0.546,0.311,32,0,8,0,24,7,2,27138386.61,16799.52,0.094,340294.1,63682.77,3.349,0.246,3,0.209,0.162,0.095,3,0.625,7.127,8,1,0,1,0,29015.9
Vertex Drive,Climate,Seed,India,Operator,0.455,0.803,0.559,0.541,0.299,27,0,10,1,13,8,2,25811011.77,10459.79,0.11,311045.08,48765.95,3.544,0.278,8,0.618,0.373,0.432,4,0.314,12.048,10,1,0,0,1,269360.9
Polar Labs,AI/ML,Seed,SEA,Visionary,0.814,0.56,0.762,0.323,0.517,34,0,13,1,19,8,1,9966865.05,0.0,-0.17,159343.97,81112.16,20.0,0.27,4,0.465,0.192,0.194,4,0.438,8.982,8,0,0,1,0,0.0
Urban Dynamics,Bio/Health,Pre-Seed,US,Engineer,0.592,0.605,0.285,0.502,0.502,39,0,13,0,5,15,1,5916227.69,9899.94,0.433,114497.85,18356.88,0.357,0.13,4,0.425,0.082,0.0,3,0.036,18.375,19,1,0,1,0,151249.29
Polar Drive,Bio/Health,Seed,MENA,Salesperson,0.62,0.501,0.782,0.51,0.469,37,0,18,1,42,18,1,23621325.14,1845.22,-0.04,160104.92,94124.64,20.0,0.113,0,0.504,0.056,0.776,3,0.161,14.251,22,0,0,1,0,2465.55
Atlas Systems,Bio/Health,Seed,India,Visionary,0.844,0.61,0.599,0.336,0.557,36,0,11,1,17,4,3,26212676.28,3338.07,0.034,364884.04,43761.77,20.0,0.139,4,0.423,0.179,0.506,2,0.193,13.806,5,1,0,1,0,17077.09
Atlas Grid,SaaS,Pre-Seed,MENA,Operator,0.548,0.744,0.515,0.665,0.317,29,0,4,0,7,7,1,11354105.93,18.34,0.052,278806.79,8506.23,20.0,0.029,5,0.47,0.209,0.276,2,0.268,7.254,8,0,0,1,0,21.95
Zen Labs,Fintech,Pre-Seed,India,Visionary,0.771,0.577,0.679,0.494,0.48,37,0,9,0,20,7,1,7768963.41,14167.37,-0.061,349889.16,21135.56,20.0,0.165,4,0.442,0.257,0.4,1,0.215,9.969,7,0,0,1,0,25380.21
Terra Systems,SaaS,Seed,EU,Visionary,0.789,0.393,0.465,0.406,0.49,30,0,5,0,41,21,1,6967605.9,44663.56,-0.008,1238311.7,75123.72,20.0,0.207,2,0.547,0.219,0.0,4,0.41,7.515,23,1,0,1,0,153321.96
Hyper Works,AI/ML,Seed,India,Salesperson,0.465,0.414,0.823,0.486,0.617,36,0,8,0,32,21,2,18816553.17,23790.53,0.109,524831.8,80575.99,2.584,0.16,3,0.735,0.067,0.816,3,0.687,10.934,26,1,0,1,0,82282.96
Sigma AI,Fintech,Seed,US,Visionary,0.807,0.622,0.615,0.525,0.377,36,0,16,0,32,7,2,6061088.17,24798.35,-0.026,274738.16,102855.81,20.0,0.239,2,0.541,0.045,0.442,3,0.238,15.149,8,0,0,1,0,27106.3
Zen Cloud,Hardware,Seed,US,Engineer,0.638,0.631,0.426,0.415,0.28,34,1,6,1,34,22,0,24285572.77,165.6,0.018,770860.63,55053.83,20.0,0.183,3,0.443,0.295,0.72,4,0.492,11.588,28,1,0,1,0,388.34
Urban AI,DevTools,Seed,US,Operator,0.598,0.641,0.582,0.582,0.392,26,0,3,1,51,11,2,21284931.74,13155.45,0.206,995413.85,23916.2,0.734,0.182,1,0.486,0.347,0.388,2,0.682,6.976,15,0,0,1,0,16382.62
Hyper Bio,Hardware,Seed,India,Visionary,0.717,0.501,0.608,0.487,0.358,34,0,13,1,20,10,2,14066010.93,24925.64,0.376,1133238.02,72099.93,0.64,0.338,1,0.566,0.558,0.217,2,0.711,27.415,15,1,0,0,1,3995952.04
Polar Drive,Bio/Health,Seed,US,Engineer,0.585,0.62,0.461,0.61,0.358,28,0,11,0,33,21,0,19468463.54,6720.59,0.026,1691897.84,80834.72,20.0,0.151,4,0.709,0.282,0.192,1,0.0,4.878,27,1,0,1,0,26002.84
Polar Works,AI/ML,Seed,India,Engineer,0.591,0.71,0.338,0.197,0.506,38,0,11,1,36,7,1,5554544.46,9499.77,0.215,202877.04,103688.16,4.223,0.123,4,0.448,0.049,0.83,4,0.586,20.754,9,0,0,1,0,11956.63
Atlas AI,Climate,Seed,EU,Visionary,0.831,0.361,0.646,0.424,0.461,31,0,8,0,28,7,2,4161172.17,9495.42,-0.057,2448118.72,87578.16,20.0,0.093,3,0.415,0.062,0.74,3,0.431,3.538,8,1,0,1,0,17642.61
Atlas Labs,DevTools,Pre-Seed,US,Engineer,0.655,0.563,0.297,0.626,0.409,22,0,10,0,15,7,1,4366776.32,9838.61,0.21,125003.48,12604.25,0.508,0.18,3,0.684,0.445,0.75,2,0.115,7.873,10,1,0,0,1,275154.7
Urban Forge,Climate,Seed,MENA,Engineer,0.709,0.58,0.431,0.544,0.486,36,0,12,1,22,14,1,15781162.1,1063.28,0.028,237224.01,93342.85,20.0,0.254,1,0.367,0.376,0.379,3,0.309,10.22,18,0,0,1,0,1530.26
Nova Analytics,Climate,Pre-Seed,US,Engineer,0.578,0.729,0.401,0.602,0.464,34,0,11,0,6,9,0,12895385.99,13204.72,-0.086,415751.45,24702.99,20.0,0.045,2,0.745,0.266,0.512,2,0.789,19.235,10,1,0,1,0,36855.98
Urban Works,Fintech,Seed,India,Salesperson,0.512,0.509,0.648,0.492,0.312,31,0,9,1,43,18,0,5750024.96,0.0,-0.04,706136.14,61100.89,20.0,0.331,3,0.525,0.096,0.382,4,0.483,19.411,21,0,0,1,0,0.0
Vertex AI,SaaS,Seed,India,Engineer,0.658,0.634,0.475,0.471,0.554,29,0,20,1,27,12,1,14418132.99,2046.98,0.065,744506.73,47038.88,20.0,0.123,7,0.531,0.184,0.649,2,0.183,7.724,13,1,1,1,0,6967.51
Flow Cloud,Climate,Seed,US,Visionary,0.865,0.55,0.534,0.411,0.435,37,0,18,0,38,2,4,20704267.96,0.0,0.027,405376.74,18584.75,20.0,0.157,6,0.601,0.281,0.353,3,0.309,21.21,2,0,0,1,0,0.0
Nova Bio,Hardware,Pre-Seed,EU,Engineer,0.625,0.83,0.327,0.54,0.37,34,0,8,1,17,2,1,16112251.65,16610.65,0.245,37696.81,24737.65,0.507,0.209,5,0.748,0.265,0.495,1,0.195,12.268,2,0,0,1,0,34545.21
Sigma OS,Hardware,Pre-Seed,SEA,Salesperson,0.555,0.566,0.726,0.469,0.555,20,0,16,0,4,8,0,72045241.19,2443.11,0.193,124751.6,38658.65,6.84,0.087,4,0.724,0.021,0.564,2,0.536,8.679,10,1,1,1,0,12986.37
Quantum Bio,DevTools,Seed,US,Visionary,0.886,0.459,0.846,0.48,0.522,31,0,10,1,22,16,2,22389031.76,25987.2,0.228,247124.75,100955.61,1.418,0.246,2,0.639,0.618,0.618,2,0.377,8.345,22,1,0,0,1,1855527.06
Nimbus Drive,AI/ML,Seed,US,Salesperson,0.697,0.515,0.625,0.64,0.594,33,0,11,0,37,10,1,15476579.76,16891.28,0.344,814315.48,83948.36,1.204,0.14,3,0.506,0.336,0.51,2,0.141,6.238,13,1,1,0,1,1148950.27
Eco Bio,AI/ML,Seed,UK,Visionary,0.74,0.479,0.914,0.598,0.52,31,0,8,0,22,10,3,19700197.75,29974.86,0.288,1576237.69,126917.05,1.226,0.139,1,0.588,0.214,0.083,5,0.588,4.468,13,0,0,0,0,1118186.0
Flow Dynamics,Fintech,Seed,UK,Operator,0.48,0.881,0.515,0.533,0.335,40,0,12,1,24,11,1,6956213.08,25499.17,-0.067,812561.46,88217.01,20.0,0.169,3,0.179,0.089,0.735,2,0.31,10.824,12,0,1,1,0,33878.58
Quantum Logic,Climate,Pre-Seed,SEA,Engineer,0.674,0.685,0.421,0.366,0.499,41,0,12,0,15,2,2,14205143.34,14843.52,0.371,277010.06,38296.19,0.58,0.184,2,0.742,0.076,0.467,1,0.393,8.478,2,0,0,1,0,22041.34
Eco OS,DevTools,Seed,India,Visionary,0.758,0.298,0.619,0.515,0.561,35,0,12,1,20,12,1,15679542.77,0.0,-0.11,1208059.53,58295.41,20.0,0.399,2,0.546,0.436,0.439,2,0.501,8.089,14,0,0,1,0,0.0
Aero AI,Bio/Health,Pre-Seed,India,Visionary,0.846,0.62,0.682,0.564,0.519,25,0,9,0,15,10,1,10574411.31,371.51,0.192,48325.44,40038.02,20.0,0.324,4,0.547,0.298,0.231,2,0.391,9.575,12,1,0,1,0,2528.09
Eco Forge,Bio/Health,Seed,EU,Engineer,0.641,0.762,0.33,0.475,0.252,28,0,6,0,26,6,2,8520635.12,14407.47,0.298,461201.44,54862.87,1.067,0.13,4,0.723,0.389,0.303,3,0.431,10.233,8,1,0,1,0,31479.05
Flow Stack,SaaS,Seed,LatAm,Operator,0.608,0.734,0.565,0.488,0.447,36,0,8,1,43,12,0,5612086.67,47657.54,0.157,1187675.07,102984.95,1.15,0.226,4,0.475,0.143,0.331,2,0.358,16.985,15,1,1,0,1,508532.01
Eco Drive,Climate,Seed,US,Operator,0.606,0.799,0.59,0.537,0.279,31,0,15,0,20,15,3,28021235.15,5827.95,0.536,320526.41,52935.23,1.412,0.08,2,0.716,0.362,0.175,3,0.328,4.343,22,1,1,1,0,45330.08
Urban Drive,DevTools,Pre-Seed,SEA,Salesperson,0.61,0.35,0.761,0.633,0.578,32,0,8,0,1,4,1,7080659.43,9472.49,0.313,85676.88,51821.13,1.458,0.183,3,0.744,0.061,0.617,2,0.333,2.524,6,1,1,0,1,380253.64
Urban Labs,Climate,Pre-Seed,US,Operator,0.578,0.746,0.556,0.579,0.444,44,1,17,1,34,2,0,12444424.83,787.61,0.07,285951.2,63993.87,20.0,0.099,2,0.476,0.027,0.309,2,0.098,5.328,2,0,1,1,0,2272.48
Aero Works,Hardware,Seed,US,Visionary,0.74,0.459,0.707,0.525,0.433,38,0,8,0,22,9,1,30940027.76,15217.36,0.12,1401702.47,101175.83,4.603,0.185,2,0.542,0.083,0.441,3,0.422,16.453,11,0,0,1,0,28991.18
Sigma Pulse,Bio/Health,Seed,UK,Salesperson,0.388,0.522,0.686,0.531,0.612,51,0,14,0,29,7,1,50354123.81,0.0,0.299,557059.98,60086.58,20.0,0.154,2,0.72,0.055,0.102,4,0.592,7.498,9,1,0,1,0,0.0
Nimbus Stack,DevTools,Seed,EU,Salesperson,0.645,0.705,0.826,0.402,0.599,46,0,11,0,38,13,2,18221917.54,37309.71,0.33,259498.4,49269.73,0.333,0.156,3,0.61,0.133,0.643,3,0.281,4.483,17,1,0,1,0,1091743.93
Aero Logic,Climate,Seed,SEA,Operator,0.598,0.719,0.517,0.531,0.439,33,0,10,0,22,4,2,10044835.16,29516.07,0.16,410905.0,61618.65,1.086,0.3,3,0.497,0.219,0.492,3,0.206,16.358,5,1,0,0,1,717311.69
Hyper Stack,AI/ML,Pre-Seed,UK,Visionary,0.736,0.523,0.706,0.485,0.545,37,0,1,1,18,4,0,4058317.61,28155.44,0.36,38905.43,39614.21,0.326,0.041,2,0.542,0.121,0.669,1,0.436,2.665,5,0,0,1,0,46373.19
Polar Dynamics,SaaS,Seed,EU,Operator,0.393,0.743,0.415,0.344,0.416,30,0,13,0,31,18,3,20589154.71,51373.63,0.352,443315.13,69817.26,0.321,0.057,1,0.531,0.191,0.547,3,0.521,4.192,25,1,1,0,1,7250565.79
Terra Forge,SaaS,Seed,EU,Engineer,0.623,0.653,0.415,0.487,0.434,37,0,9,1,22,8,2,28084553.12,3893.03,0.063,563359.15,61503.61,20.0,0.132,4,0.477,0.184,0.256,5,0.433,11.706,10,0,0,1,0,5863.73
Nova Grid,DevTools,Seed,India,Operator,0.564,0.607,0.474,0.572,0.409,30,0,2,1,64,10,3,16231815.71,24526.03,0.242,281946.32,123830.35,1.738,0.224,0,0.769,0.228,0.273,1,0.371,14.009,14,0,0,1,0,44204.78
Vertex Logic,Bio/Health,Pre-Seed,EU,Operator,0.471,0.866,0.451,0.593,0.312,26,0,3,1,22,2,1,11819667.85,4711.96,-0.044,129065.13,79105.17,20.0,0.077,2,0.458,0.315,0.5,1,0.425,9.394,2,0,0,1,0,4797.78
Atlas Logic,SaaS,Seed,UK,Engineer,0.543,0.669,0.263,0.489,0.401,34,0,9,0,25,18,2,30240650.04,4516.4,0.344,474516.55,105025.28,5.627,0.113,5,0.479,0.282,0.657,3,0.751,4.061,25,0,0,1,0,6062.52
Aero Bio,DevTools,Seed,EU,Operator,0.565,0.641,0.588,0.571,0.396,40,0,6,1,39,12,2,33549934.77,12595.99,0.346,147824.58,108519.21,2.073,0.202,0,0.79,0.155,0.703,1,0.331,18.933,18,0,0,1,0,20906.61
Aero Drive,Bio/Health,Pre-Seed,EU,Engineer,0.715,0.678,0.447,0.51,0.284,34,0,14,1,6,6,2,5166808.48,1105.18,-0.087,71148.64,55840.47,20.0,0.16,1,0.597,0.224,0.384,2,0.199,27.951,7,0,0,1,0,1444.15
Quantum Stack,Climate,Pre-Seed,EU,Operator,0.6,0.763,0.542,0.689,0.397,29,0,10,0,8,2,1,6228695.04,4021.86,0.226,96313.54,23974.56,2.202,0.074,2,0.601,0.178,0.173,1,0.375,11.339,2,1,0,0,1,80458.48
Eco AI,Climate,Seed,SEA,Engineer,0.516,0.655,0.25,0.467,0.356,30,2,10,0,26,17,1,9710964.29,10488.37,0.034,1093290.35,80073.1,18.48,0.257,5,0.318,0.022,0.702,3,0.442,13.892,20,1,0,0,1,54524.89
Vertex Labs,Hardware,Seed,US,Visionary,0.759,0.515,0.667,0.44,0.327,31,0,15,1,33,4,2,8142815.95,1664.6,0.085,431945.17,64571.63,20.0,0.137,2,0.433,0.339,0.326,2,0.367,16.579,5,1,0,1,0,9992.47
Aero OS,Fintech,Pre-Seed,US,Engineer,0.6,0.642,0.314,0.479,0.467,23,0,11,0,1,9,1,5069181.67,6027.96,0.376,125631.24,24929.88,0.917,0.088,6,0.57,0.13,0.321,1,0.221,15.506,13,1,0,1,0,35323.64
Aero Systems,DevTools,Pre-Seed,India,Operator,0.539,0.695,0.566,0.556,0.363,41,0,8,0,1,12,1,12641356.58,29152.42,0.074,306355.45,36363.39,1.406,0.166,1,0.59,0.308,0.684,2,0.482,8.58,16,0,0,1,0,51639.19
Vertex Cloud,DevTools,Seed,US,Salesperson,0.54,0.613,0.901,0.744,0.511,44,0,7,1,18,19,1,5341847.89,28422.49,0.402,280054.62,76661.97,0.56,0.216,0,0.62,0.556,0.406,1,0.679,13.15,29,0,0,1,0,51074.64
Zen Dynamics,Bio/Health,Seed,EU,Visionary,0.633,0.468,0.586,0.523,0.524,24,0,13,1,37,4,2,7304337.17,0.0,0.006,424031.19,135611.99,20.0,0.01,1,0.508,0.048,0.506,1,0.349,12.691,4,0,0,1,0,0.0
Aero OS,DevTools,Seed,US,Engineer,0.563,0.634,0.34,0.6,0.471,25,0,5,0,21,16,2,12662240.41,35127.44,0.289,896406.67,45899.33,0.377,0.01,3,0.435,0.09,0.424,1,0.355,9.107,21,1,0,1,0,83288.7
Hyper Cloud,SaaS,Pre-Seed,LatAm,Visionary,0.93,0.44,0.69,0.384,0.368,36,0,10,0,24,6,1,18840593.28,19434.83,0.255,54235.99,45127.93,0.759,0.13,0,0.549,0.363,0.292,2,0.515,19.508,8,1,0,0,1,863825.54
Vertex Grid,Climate,Pre-Seed,UK,Operator,0.58,0.85,0.542,0.351,0.391,32,0,11,0,22,4,1,23721041.07,0.0,0.118,57985.75,28110.38,20.0,0.091,2,0.424,0.215,0.374,1,0.213,11.341,5,0,0,1,0,0.0
Quantum Bio,DevTools,Pre-Seed,EU,Engineer,0.678,0.727,0.429,0.587,0.379,42,0,8,1,15,8,1,8788465.7,1117.72,0.167,116914.97,63939.93,20.0,0.15,6,0.767,0.313,0.375,2,0.564,12.05,9,1,0,1,0,4338.48
Polar Analytics,Climate,Pre-Seed,India,Salesperson,0.646,0.68,0.825,0.504,0.594,31,0,11,0,3,2,0,5081999.02,6569.34,0.127,190182.93,44110.21,4.414,0.16,3,0.452,0.133,0.456,1,0.286,9.46,2,1,0,1,0,22871.8
Vertex AI,AI/ML,Seed,US,Salesperson,0.522,0.506,0.688,0.634,0.395,20,1,17,0,20,7,3,26914032.55,4851.43,0.126,346088.04,102155.24,13.932,0.037,4,0.639,0.059,0.591,1,0.667,9.475,9,1,0,1,0,8837.21
Polar Bio,Fintech,Seed,EU,Engineer,0.603,0.66,0.329,0.46,0.35,40,0,16,0,13,11,1,11412486.71,27003.96,-0.07,478802.08,72479.21,20.0,0.188,6,0.344,0.084,0.584,2,0.218,7.407,11,0,0,1,0,28115.22
Nimbus Bio,Climate,Seed,EU,Visionary,0.722,0.419,0.67,0.589,0.496,38,0,15,0,28,15,1,17103624.83,5051.86,0.154,197954.7,82654.66,8.877,0.016,3,0.553,0.058,0.49,4,0.468,9.572,18,0,0,1,0,5649.33
Atlas Analytics,Fintech,Seed,Africa,Operator,0.537,0.777,0.417,0.645,0.378,37,0,10,1,42,13,0,4325978.09,26436.28,0.091,1044036.57,133792.53,4.615,0.118,5,0.418,0.03,0.86,1,0.453,9.134,16,1,0,1,0,34837.96
Hyper Analytics,Fintech,Pre-Seed,EU,Visionary,0.683,0.604,0.764,0.393,0.3,32,0,7,0,16,11,2,15767295.64,22774.55,0.228,43638.85,1646.05,0.026,0.094,7,0.606,0.755,0.39,2,0.457,9.036,13,1,0,1,0,31331.86
Atlas Works,Hardware,Pre-Seed,SEA,Visionary,0.772,0.545,0.718,0.466,0.438,36,0,8,0,28,5,0,5816677.57,0.0,-0.147,158645.88,2507.69,20.0,0.159,3,0.313,0.204,0.526,1,0.676,7.511,5,0,0,1,0,0.0
Hyper Works,Bio/Health,Pre-Seed,EU,Operator,0.742,0.813,0.364,0.483,0.389,37,0,5,1,13,3,1,16701419.86,14269.94,-0.064,553312.36,77721.96,20.0,0.031,3,0.483,0.031,0.69,1,0.32,7.73,3,1,0,1,0,18390.81
Quantum OS,Hardware,Seed,EU,Visionary,0.633,0.432,0.656,0.497,0.497,40,0,4,0,21,3,2,6757575.22,8907.42,0.1,428168.52,93686.34,8.744,0.117,1,0.466,0.044,0.158,1,0.654,4.762,3,1,0,0,1,105971.54
Urban Pulse,Climate,Pre-Seed,US,Operator,0.521,0.788,0.525,0.552,0.241,38,0,6,0,31,8,1,12928572.08,12645.0,0.071,105448.11,71545.11,6.616,0.01,7,0.584,0.084,0.302,2,0.565,9.849,9,0,0,1,0,12932.91
Nova Stack,DevTools,Seed,US,Engineer,0.617,0.651,0.455,0.468,0.464,36,0,8,1,27,4,0,11312951.45,0.0,0.16,252116.51,40286.97,20.0,0.245,4,0.794,0.183,0.663,1,0.448,18.642,5,0,0,1,0,0.0
Quantum Logic,Climate,Pre-Seed,US,Visionary,0.775,0.379,0.665,0.479,0.477,30,0,7,1,13,5,1,47647681.79,10251.8,0.05,285659.86,12561.23,2.04,0.236,1,0.413,0.011,0.273,4,0.359,2.765,5,1,0,0,1,73185.86
Hyper Forge,AI/ML,Seed,EU,Engineer,0.623,0.737,0.324,0.605,0.33,45,0,6,0,18,17,2,23904591.92,0.0,0.156,241101.55,59560.58,20.0,0.111,4,0.418,0.36,0.201,3,0.541,16.083,21,0,0,1,0,0.0
Urban Grid,Bio/Health,Seed,EU,Engineer,0.763,0.599,0.343,0.553,0.527,46,1,16,0,22,14,1,37392318.94,3559.24,-0.125,684695.94,96565.17,20.0,0.188,7,0.495,0.366,0.281,3,0.414,4.979,14,0,0,1,0,5258.08
Atlas AI,AI/ML,Seed,EU,Operator,0.517,0.689,0.559,0.583,0.537,30,0,17,1,25,7,2,13904414.53,24084.02,0.174,219509.23,52324.18,1.04,0.179,0,0.449,0.008,0.42,2,0.552,16.175,9,1,0,1,0,47929.6
Hyper Forge,Fintech,Pre-Seed,UK,Salesperson,0.436,0.363,0.726,0.554,0.462,40,0,13,1,15,9,0,8485831.81,44292.02,0.178,86143.53,14855.46,0.157,0.177,1,0.478,0.439,0.512,1,0.436,7.413,11,1,0,0,1,3069299.74
Nova Dynamics,Bio/Health,Seed,LatAm,Visionary,0.816,0.498,0.65,0.566,0.462,32,0,14,1,28,15,1,18509866.02,13762.2,0.267,656315.33,78141.5,1.775,0.2,7,0.156,0.355,0.552,1,0.372,27.763,18,1,0,0,1,375110.38
Eco Drive,Bio/Health,Seed,India,Visionary,0.703,0.353,0.853,0.434,0.429,36,0,13,1,39,16,2,23657687.0,2339.57,-0.042,196568.22,83421.53,20.0,0.167,4,0.492,0.189,0.505,4,0.172,6.296,19,1,0,1,0,4327.4
Terra Grid,Hardware,Pre-Seed,Africa,Operator,0.679,0.705,0.574,0.408,0.399,30,0,8,0,20,7,0,6245133.68,0.0,0.039,266466.56,54685.9,20.0,0.154,1,0.401,0.01,0.643,2,0.449,7.139,9,0,0,1,0,0.0
Sigma Cloud,Fintech,Seed,EU,Engineer,0.745,0.704,0.317,0.541,0.4,22,2,14,0,20,8,1,12777544.95,23201.45,0.162,166098.92,125242.31,2.778,0.273,6,0.503,0.255,0.358,1,0.661,21.124,10,0,0,1,0,24839.88
Polar Bio,AI/ML,Seed,US,Engineer,0.583,0.518,0.389,0.486,0.476,39,0,15,0,31,11,2,10539715.6,19318.56,0.132,230946.85,66527.67,2.173,0.25,5,0.803,0.328,0.293,4,0.48,11.45,13,0,0,1,0,21055.04
Quantum Grid,Hardware,Pre-Seed,EU,Engineer,0.624,0.752,0.451,0.543,0.372,32,0,10,1,6,5,1,5765283.09,0.0,0.212,65101.68,43683.37,20.0,0.27,4,0.529,0.193,0.454,3,0.404,7.529,7,1,0,1,0,0.0
Quantum Analytics,SaaS,Pre-Seed,EU,Visionary,0.761,0.473,0.732,0.493,0.517,28,0,14,1,1,4,0,19858544.16,21267.39,0.369,55726.39,52118.93,0.553,0.01,5,0.592,0.088,0.0,4,0.622,6.904,5,1,0,1,0,42319.64
Vertex Bio,Bio/Health,Pre-Seed,US,Operator,0.597,0.729,0.573,0.37,0.396,31,0,16,0,4,8,0,13029978.21,11995.53,0.246,127716.85,108786.07,3.071,0.089,6,0.497,0.597,0.415,1,0.3,3.405,9,0,0,1,0,13069.97
Polar Dynamics,Bio/Health,Seed,SEA,Visionary,0.845,0.553,0.776,0.454,0.454,32,0,12,0,21,15,2,8816460.77,28323.02,0.643,705710.14,6277.06,0.029,0.231,1,0.423,0.505,0.47,2,0.439,9.844,22,1,1,1,0,1414016.82
Spark Drive,Bio/Health,Pre-Seed,Africa,Visionary,0.685,0.494,0.558,0.41,0.574,30,0,7,1,15,2,1,4285661.71,15537.39,-0.155,311200.65,55134.81,20.0,0.14,5,0.435,0.085,0.741,1,0.0,3.596,2,0,0,1,0,19628.62
Nova Pulse,SaaS,Seed,US,Operator,0.522,0.59,0.493,0.691,0.495,45,0,8,1,19,15,0,14171158.92,16615.28,0.102,477484.31,77553.98,3.816,0.23,3,0.646,0.499,0.316,4,0.633,4.756,19,1,0,0,1,302335.15
Urban Grid,DevTools,Pre-Seed,US,Engineer,0.694,0.662,0.224,0.48,0.524,34,0,8,0,13,12,0,13857499.81,0.0,-0.153,125669.57,4969.84,20.0,0.355,2,0.197,0.032,0.781,2,0.458,15.251,12,0,0,1,0,0.0
Flow Logic,Hardware,Pre-Seed,UK,Engineer,0.556,0.743,0.499,0.473,0.424,25,0,10,1,5,3,1,90350152.3,952.69,-0.046,94990.89,23068.25,20.0,0.155,5,0.451,0.49,0.522,1,0.493,4.868,3,0,0,1,0,984.54
Nimbus Labs,DevTools,Pre-Seed,EU,Operator,0.552,0.662,0.578,0.497,0.415,32,0,2,1,21,2,1,26029220.15,19163.24,0.244,320035.83,10202.15,0.182,0.208,4,0.626,0.451,0.34,3,0.517,21.798,2,1,0,1,0,124308.03
Hyper Cloud,Fintech,Pre-Seed,UK,Engineer,0.652,0.567,0.288,0.484,0.498,26,0,8,0,25,7,0,8821119.97,2617.47,0.227,164046.4,62765.66,8.791,0.068,3,0.423,0.422,0.446,2,0.446,5.951,9,1,1,1,0,10271.68
Urban Systems,AI/ML,Seed,UK,Visionary,0.77,0.493,0.606,0.574,0.371,31,0,13,0,23,15,0,27291117.42,18319.84,0.037,204198.8,115895.85,14.262,0.032,4,0.248,0.633,0.487,2,0.22,12.663,18,1,0,0,1,72796.74
